ID,gender,age,registration,belong_to_cooperative,county,subcounty,ward,trainer,first_training_date,topics_list,num_total_trainings,num_repeat_trainings,days_to_second_training,num_unique_trainers,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days,has_second_training
ID_VVXI73,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-04-16,"['Disadvantages In Natural Mating', 'Poultry Feeding', 'Poultry Management Practices', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Aflatoxin In Dairy Farming']",10,9,0.0,1,0,0,0,1
ID_YMYNFF,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-04-23,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health']",3,2,0.0,1,0,0,0,1
ID_F1O8LN,Female,Above 35,Manual,0,Bungoma,Kanduyi,Marakaru/Tuuti,trainer_name_2,2024-04-02,"['How To Succeed In Breeding,Microp+ Planting,Poultry Management Practices,Yara Maziwa Pro']",1,0,,1,0,0,0,0
ID_PGF73D,Female,Above 35,Manual,1,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-04-27,"['Dairy Housing,Poultry Housing,Record Keeping In Dairy']",1,0,,1,0,0,0,0
ID_0SX5XR,Female,Above 35,Ussd,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-04-09,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Housing,Dairy Hygiene, Health And Feeds,Feeding A Lactating Cow,How To Rear A Calf With Unga Products,Poultry Housing,Record Keeping In Dairy', 'Poultry Housing', 'Dairy Hygiene, Health And Feeds', 'Record Keeping In Dairy', 'Dairy Housing', 'Feeding A Lactating Cow', 'Calf Feeding', 'How To Rear A Calf With Unga Products', 'Biosecurity In Poultry Farming']",9,8,0.0,1,0,0,0,1
ID_ELZ8PM,Female,Above 35,Manual,0,Nandi,Mosop,Kabisaga,trainer_name_5,2024-04-29,"['Biodeal Poultry,Dairy Feed Management,Dairy Housing,How To Feed Kienyeji Chicken For Meat,How To Rear A Calf With Unga Products,Kienyeji Poultry Feeds,Poultry Housing,Record Keeping In Dairy,Record Keeping In Poultry,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving', 'Poultry Housing', 'Dairy Housing', 'Record Keeping In Dairy', 'Kienyeji Poultry Feeds', 'Dairy Feed Management', 'Record Keeping In Poultry', 'Biodeal Poultry', 'Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving', 'How To Rear A Calf With Unga Products', 'How To Feed Kienyeji Chicken For Meat']",11,10,0.0,1,0,0,0,1
ID_TSBFBJ,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-04-06,['Poultry Management Practices'],1,0,,1,0,0,0,0
ID_FSC3KR,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-04-18,"['Biodeal Dairy', 'Biodeal Poultry', 'Disadvantages Of Natural Mating', 'Herd Health', 'Disadvantages Of Natural Mating', 'Herd Health Practices', 'Reasons Why Ai Fails And Solutions', 'Poultry Management Pract', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Why You Should Vaccinate Your Animals', 'Deworming And Record Keeping In Animal Health', 'Herd. Health. Management', 'Importance Of Mineral Supplementation', 'Poultry Health With Biodeal', 'Poultry Management. Practices', 'Poultry Feeding With Tyari']",20,19,0.0,1,0,0,0,1
ID_9U6Z3D,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo West,trainer_name_3,2024-04-30,['Disadvantages Of Natural Mating'],1,0,,1,0,0,0,0
ID_AFIT2G,Female,Above 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-04-29,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,Dairy Housing,Feeding A Lactating Cow,Poultry Feed And Water Management,Poultry Housing,Record Keeping In Dairy']",1,0,,1,0,0,0,0
ID_HR219V,Female,Above 35,Ussd,1,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-04-22,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,Dairy Health Management,Dairy Housing,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Feed And Water Management,Poultry Health Management,Poultry Housing,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_GVV1Z3,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-04-25,"['How To Succeed In Breeding', 'Poultry Feeding', 'Herd Health Practices', 'Poultry Mangt', 'Reasons Why Ai Fails And Solutions', 'Disadvantages Of Natural Mating', 'Some Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Poultry Health Management.', 'Poultry Management Practises.', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Herd Health Practices With Biodeal Products.', 'How To Rear Healthy Chicken With Biodeal.', 'The Benefits Of Ndume App', 'How To Rear Healthy Chicken With Biodeal.', 'Herd Health Practices With Biodeal Products.', 'Herd Health Management.', 'Poultry Feed Management', 'Poultry Health Management..', 'Poultry Management Practises..', 'Infertility In Dairy Cows', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming']",25,24,0.0,1,0,0,0,1
ID_XFJ4VN,Male,Above 35,Ussd,1,Siaya,Alego Usonga,Siaya Township,trainer_name_8,2024-04-03,"['Dairy Housing,Poultry Housing,Record Keeping In Dairy']",1,0,,1,0,0,0,0
ID_3AN97T,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-04-30,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Harvesting And Post Harvesting', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv']",13,12,0.0,1,1,1,1,1
ID_PAJMEG,Female,Above 35,Ussd,0,Machakos,Mwala,Masii,trainer_name_3,2024-04-12,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health', 'Poultry Feeding', 'Reasons Why Ai Fails And Solutions', 'Sheep And Goat Management Practices', 'Poultry Mngt Practices']",7,6,0.0,1,0,0,0,1
ID_YI12FY,Male,Above 35,Manual,0,Kiambu,Kabete,Kabete,trainer_name_7,2024-04-16,"['Kienyeji Poultyry Feeds', 'Dairy Health, Hygiene And Feeds', 'Unga Feed For Layers', 'Kienyeji Poultry Feeds', 'Biodeal Poultry']",5,4,15.0,1,0,0,0,1
ID_3EW545,Female,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-04-17,"['Benfits Of Sistema Biogas,Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,Dairy Housing,Dairy Hygiene, Health And Feeds,Feeding A Lactating Cow,How To Manage Pest And Diseases At Harvesting Stage,How To Rear A Calf With Unga Products,Livestock Management Practices.,Microp+ Topdressing,Pest And Disease Management In Crops,Poultry Feed And Water Management,Poultry Housing,Record Keeping In Dairy,Record Keeping In Poultry,Successfull Breeding With Crv', 'Record Keeping In Dairy', 'Poultry Housing', 'Dairy Hygiene, Health And Feeds', 'Dairy Housing', 'Dairy Feed Management', 'Poultry Feed And Water Management', 'Record Keeping In Poultry', 'Microp+ Topdressing', 'Biosecurity In Poultry Farming', 'Feeding A Lactating Cow', 'Calf Feeding', 'How To Rear A Calf With Unga Products', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Benfits Of Sistema Biogas', 'How To Manage Pest And Diseases At Harvesting Stage', 'Livestock Management Practices.']",18,17,0.0,1,1,1,1,1
ID_2CDKSD,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-04-23,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health']",3,2,0.0,1,0,0,0,1
ID_ML4SQL,Female,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-04-16,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health', 'Poultry Health Management.', 'Poultry Management Practises.', 'Some Reasons Why Ai Fails And Solutions', 'Herd Management', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Dairy Hygiene', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Harvesting And Post Harvesting', 'Pest And Disease Management In Crops']",24,23,0.0,1,1,1,1,1
ID_5TLKK4,Male,Above 35,Manual,1,Siaya,Alego Usonga,Siaya Township,trainer_name_8,2024-04-30,"['Dairy Housing,Poultry Housing,Record Keeping In Dairy']",1,0,,1,0,0,0,0
ID_ARR5NT,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-04-17,"['How To Succeed In Breeding', 'Poultry Management Practises..', 'Poultry Health Management..', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation']",7,6,134.0,1,1,1,1,1
ID_Q89UAN,Female,Below 35,Ussd,0,Siaya,Alego Usonga,Siaya Township,trainer_name_8,2024-04-30,"['Dairy Housing,Poultry Housing,Record Keeping In Dairy']",1,0,,1,0,0,0,0
ID_IA7ON6,Female,Above 35,Manual,0,Nandi,Mosop,Ndalat,trainer_name_5,2024-04-05,"['Dairy Housing,Dairy Hygiene, Health And Feeds,Poultry Housing,Record Keeping In Dairy', 'Poultry Housing', 'Dairy Housing', 'Record Keeping In Dairy', 'Dairy Hygiene, Health And Feeds']",5,4,0.0,1,0,0,0,1
ID_3L8DB7,Female,Above 35,Ussd,1,Siaya,Alego Usonga,West Alego,trainer_name_8,2024-04-01,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,Dairy Housing,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Feed And Water Management,Poultry Housing,Record Keeping In Dairy,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_AMLZ08,Male,Below 35,Ussd,1,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-04-22,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,Dairy Health Management,Dairy Housing,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Feed And Water Management,Poultry Health Management,Poultry Housing,Record Keeping In Dairy,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_UM7M6E,Female,Below 35,Ussd,0,Bungoma,Bumula,Bumula,trainer_name_2,2024-04-16,"['Disadvantages In Natural Mating,Herd Health Management,Herd Management,Microp+ Topdressing,Poultry Mngt Practices,Reasons Why Ai Fails And Solutions']",1,0,,1,0,0,0,0
ID_83OQ2X,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo West,trainer_name_3,2024-04-30,"['Poultry Management Pract', 'Disadvantages Of Natural Mating', 'Poultry Feeding', 'Herd Health', 'Ndume App', 'Poultry Mngt Practices', 'Reasons Why Ai Fails And Solutions', 'Sheep And Goat Management Practices', 'How To Succeed In Breeding', 'Goat Management Practices', 'Disadvantages Of Natural Mating.', 'Poultry Management Practises.', 'Herd. Health. Management', 'Poultry Health Management. Practices', 'Sheep And Goat Rearing', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Pest And Disease Management In Crops', 'Clean Energy With Sistema Biogas', 'Weed Management In Crop', 'Harvesting And Post Harvesting']",21,20,0.0,1,0,0,0,1
ID_XRH450,Female,Above 35,Manual,1,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-04-11,"['Dairy Housing,Poultry Housing,Record Keeping In Dairy']",1,0,,1,0,0,0,0
ID_EPCH65,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-06,"['Herd Health', 'Poultry Management Practices', 'How To Succeed In Breeding']",3,2,0.0,1,0,0,0,1
ID_MRJI9Z,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-21,"['Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Microp+ Topdressing']",4,3,0.0,1,0,0,0,1
ID_6K2CB3,Female,Above 35,Manual,1,Nandi,Mosop,Kabiyet,trainer_name_5,2024-05-09,"['Biodeal Poultry,Dairy Feed Management,Kienyeji Poultry Feeds,Record Keeping In Poultry', 'Dairy Feed Management', 'Record Keeping In Poultry', 'Kienyeji Poultry Feeds', 'Biodeal Poultry']",5,4,0.0,1,0,0,0,1
ID_WXISR2,Female,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-27,"['Herd Management', 'Poultry Mngt Practices', 'Reasons Why Ai Fails And Solutions', 'Microp+ Topdressing', 'The Benefits Of Ndume App', 'Poultry Management Practises.', 'The Benefits Of Ndume App']",7,6,0.0,1,0,0,0,1
ID_U34AN1,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-08,"['Herd Management', 'Poultry Mngt Practices', 'Reasons Why Ai Fails And Solutions', 'Microp+ Topdressing', 'Herd Health Management.', 'Poultry Health Management.', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Feed Management', 'How To Control Foot And Mouth', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation With Ckl', 'Harvesting And Post Harvesting', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops']",23,22,0.0,1,0,1,1,1
ID_MR1NW7,Female,Above 35,Ussd,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-05-15,"['Reasons Why Ai Fails And Solutions', 'Sheep And Goat Management Practices', 'Poultry Mngt Practices', 'Disadvantages Of Natural Mating']",4,3,0.0,1,0,0,0,1
ID_FRA8C6,Male,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-05-17,"['Dairy Feed Management,Poultry Feed And Water Management,Record Keeping In Poultry', 'Dairy Feed Management', 'Poultry Feed And Water Management', 'Record Keeping In Poultry']",4,3,0.0,1,0,0,0,1
ID_IJBY3H,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-05-28,"['Herd Management,Microp+ Topdressing,Reasons Why Ai Fails And Solutions']",1,0,,1,0,0,0,0
ID_PQ57I1,Female,Above 35,Manual,0,Kiambu,Kikuyu,Kinoo,trainer_name_7,2024-05-15,"['Kienyeji Poultry Feeds', 'Dairy Health, Hygiene And Feeds', 'Unga Dairy Feeds, Hygiene And Health Products', 'How To Rear Healthy Chicken With Biodeal', 'How To Feed Layers From 1 Day Old To Maturity', 'How To Feed Kienyeji Chicken From 1 Day Old To Maturity']",6,5,1.0,1,0,0,0,1
ID_6K3FZJ,Female,Above 35,Manual,0,Kiambu,Kikuyu,Kinoo,trainer_name_7,2024-05-14,"['Dairy Health, Hygiene And Feeds', 'Kienyeji Poultry Feeds', 'Unga Feed For Layers']",3,2,0.0,1,0,0,0,1
ID_S64I42,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-05-07,"['Dairy Feed Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_WLHW4R,Male,Above 35,Ussd,0,Machakos,Mwala,Mbiuni,trainer_name_3,2024-05-29,"['Ndume App', 'Disadvantages Of Natural Mating', 'Poultry Mngt Practices']",3,2,0.0,1,0,0,0,1
ID_8XJEUJ,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-05-10,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_DPMDTM,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-11,"['Herd Management', 'Poultry Mngt Practices', 'Reasons Why Ai Fails And Solutions', 'Causes Of Infertility In Dairy', 'Feeding A Dairy Cow', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Dairy Hygiene', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Poultry And Dairy Feeding With Tyari Feeds']",24,23,0.0,1,1,1,1,1
ID_24O34Z,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health']",3,2,0.0,1,0,0,0,1
ID_KTBXDA,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-08,['Herd Management'],1,0,,1,0,0,0,0
ID_9ANV18,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-05-23,"['Herd Management,Microp+ Topdressing,Poultry Mngt Practices,Reasons Why Ai Fails And Solutions']",1,0,,1,0,0,0,0
ID_PXYL35,Female,Below 35,Ussd,1,Siaya,Alego Usonga,Siaya Township,trainer_name_8,2024-05-14,"['Dairy Feed Management,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_XWL3KF,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['Herd Health', 'Poultry Management Practices', 'How To Succeed In Breeding']",3,2,0.0,1,0,0,0,1
ID_ATJPJH,Male,Below 35,Ussd,0,Siaya,Alego Usonga,Siaya Township,trainer_name_8,2024-05-14,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_PA1BFC,Male,Above 35,Manual,0,Nandi,Mosop,Kabiyet,trainer_name_5,2024-05-31,"['How To Rear Healthy Chicken With Biodeal', 'How To Rear Healthy Chicken With Biodeal']",2,1,0.0,1,0,0,0,1
ID_U3I8PB,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-06,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health Management', 'Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management', 'Feeding A Dairy Cow', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Importance Of Mineral Supplementation', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari', 'Poultry Management. Practices', 'Successfull Breeding With Crv', 'Harvesting And Post Harvesting']",22,21,0.0,1,0,0,0,1
